user_id1	user_id2	doc_id	precision	recall	F1
emmanuelleko	israell	10324	0.0	0.0	0.0
emmanuelleko	rotem_ecker	10324	0.6256492137908936	0.649570643901825	0.6373855471611023
israell	rotem_ecker	10324	0.0	0.0	0.0
israell	rotem_ecker	1035883	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1044646	0.6179959774017334	0.7292195558547974	0.6690165400505066
emmanuelleko	rotem_ecker	105185	0.0	0.0	0.0
rotem_ecker	leaya	105453	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1056355	0.0	0.0	0.0
shaharadar	rotem_ecker	10602	0.5407367944717407	0.6096324324607849	0.5731216073036194
shira_wigi	rotem_ecker	10706	0.0	0.0	0.0
rotem_ecker	leaya	107104	0.0	0.0	0.0
kfir	leaya	107653	0.0	0.0	0.0
shaharadar	rotem_ecker	10796	0.0	0.0	0.0
emmanuelleko	rotem_ecker	108406	0.0	0.0	0.0
emmanuelleko	shira_wigi	109106	0.0	0.0	0.0
emmanuelleko	rotem_ecker	109106	0.6757341027259827	0.6514286994934082	0.6633588671684265
shira_wigi	rotem_ecker	109106	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1100609	0.0	0.0	0.0
shira_wigi	rotem_ecker	1106556	0.0	0.0	0.0
emmanuelleko	gilgodinger	1112751	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1112751	0.6014407277107239	0.5944792628288269	0.5979397296905518
gilgodinger	rotem_ecker	1112751	0.0	0.0	0.0
shaharadar	emmanuelleko	1122830	0.0	0.0	0.0
shaharadar	gilgodinger	11356	0.0	0.0	0.0
shaharadar	rotem_ecker	11356	0.691188395023346	0.729480504989624	0.709818422794342
gilgodinger	rotem_ecker	11356	0.0	0.0	0.0
shaharadar	shira_wigi	1169575	0.0	0.0	0.0
shaharadar	rotem_ecker	1169575	0.6432827711105347	0.7027090787887573	0.6716840863227844
shira_wigi	rotem_ecker	1169575	0.0	0.0	0.0
shaharadar	gilgodinger	1197311	0.0	0.0	0.0
shaharadar	rotem_ecker	1197311	0.6609804034233093	0.8126776218414307	0.7290211915969849
gilgodinger	rotem_ecker	1197311	0.0	0.0	0.0
shaharadar	emmanuelleko	1235497	0.0	0.0	0.0
shaharadar	kfir	1245018	0.0	0.0	0.0
shaharadar	emmanuelleko	12500	0.6232388019561768	0.7447569966316223	0.6786007285118103
shaharadar	leaya	12500	0.0	0.0	0.0
emmanuelleko	leaya	12500	0.0	0.0	0.0
kfir	rotem_ecker	12591	0.7038144469261169	0.6682877540588379	0.6855911016464233
shaharadar	emmanuelleko	12612	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1304608	0.0	0.0	0.0
shaharadar	emmanuelleko	1307613	0.6598508358001709	0.6847296953201294	0.6720600724220276
shaharadar	gilgodinger	1307613	0.0	0.0	0.0
emmanuelleko	gilgodinger	1307613	0.0	0.0	0.0
shaharadar	leaya	131983	0.0	0.0	0.0
kfir	rotem_ecker	1345984	0.0	0.0	0.0
shaharadar	gilgodinger	13532	0.7674160003662109	0.7700005769729614	0.7687061429023743
shaharadar	leaya	13532	0.0	0.0	0.0
gilgodinger	leaya	13532	0.0	0.0	0.0
gilgodinger	israell	136972	0.0	0.0	0.0
emmanuelleko	gilgodinger	1378437	0.0	0.0	0.0
emmanuelleko	gilgodinger	138128	0.0	0.0	0.0
gilgodinger	leaya	139181	0.0	0.0	0.0
gilgodinger	leaya	1395438	0.0	0.0	0.0
emmanuelleko	gilgodinger	1398306	0.0	0.0	0.0
gilgodinger	shira_wigi	139897	0.0	0.0	0.0
emmanuelleko	kfir	13_ptm_532400	0.6076155304908752	0.5864561796188354	0.5968483090400696
emmanuelleko	gilgodinger	140767	0.7201263308525085	0.5948973894119263	0.6515491604804993
emmanuelleko	leaya	140767	0.0	0.0	0.0
gilgodinger	leaya	140767	0.0	0.0	0.0
gilgodinger	rotem_ecker	1410859	0.0	0.0	0.0
shaharadar	israell	14153	0.0	0.0	0.0
gilgodinger	rotem_ecker	1456879	0.0	0.0	0.0
gilgodinger	shira_wigi	1461137	0.0	0.0	0.0
shaharadar	gilgodinger	1477589	0.7203782200813293	0.739691436290741	0.7299070954322815
shaharadar	israell	1477589	0.0	0.0	0.0
gilgodinger	israell	1477589	0.0	0.0	0.0
emmanuelleko	israell	1486572	0.0	0.0	0.0
shaharadar	kfir	14_ptm_532634	0.5696574449539185	0.6629712581634521	0.6127822399139404
shaharadar	emmanuelleko	15012360_c06	0.7284976243972778	0.739884614944458	0.7341470122337341
shaharadar	israell	15012360_c06	0.6690137386322021	0.6566202640533447	0.6627590656280518
shaharadar	shira_wigi	15012360_c06	0.5251267552375793	0.6915236711502075	0.5969464182853699
emmanuelleko	israell	15012360_c06	0.6725413799285889	0.6470199227333069	0.6595338582992554
emmanuelleko	shira_wigi	15012360_c06	0.49230706691741943	0.6738873720169067	0.5689609050750732
israell	shira_wigi	15012360_c06	0.48220399022102356	0.6278202533721924	0.5454609990119934
shaharadar	emmanuelleko	15014490_v12	0.0	0.0	0.0
shaharadar	israell	15014490_v12	0.0	0.0	0.0
shaharadar	shira_wigi	15014490_v12	0.0	0.0	0.0
emmanuelleko	israell	15014490_v12	0.6438780426979065	0.581866443157196	0.6113036274909973
emmanuelleko	shira_wigi	15014490_v12	0.4843977093696594	0.6053485870361328	0.5381609797477722
israell	shira_wigi	15014490_v12	0.4775954484939575	0.6384754776954651	0.5464401245117188
shaharadar	shira_wigi	1507996	0.0	0.0	0.0
shaharadar	leaya	1513254	0.0	0.0	0.0
shaharadar	shira_wigi	153549	0.0	0.0	0.0
shaharadar	emmanuelleko	1538726	0.0	0.0	0.0
shaharadar	shira_wigi	1568912	0.0	0.0	0.0
emmanuelleko	leaya	15_ptm_532834	0.5554620623588562	0.5785470008850098	0.566769540309906
israell	ariela_ben-dov	15_ptm_532873	0.529442548751831	0.6763278841972351	0.5939384698867798
israell	ariela_ben-dov	15_ptm_532934	0.4551900029182434	0.5419551134109497	0.4947977066040039
shaharadar	emmanuelleko	16009580_h02	0.6273747682571411	0.7038754820823669	0.6634270548820496
shaharadar	israell	16009580_h02	0.0	0.0	0.0
shaharadar	shira_wigi	16009580_h02	0.5715879797935486	0.6644876003265381	0.6145467758178711
emmanuelleko	israell	16009580_h02	0.0	0.0	0.0
emmanuelleko	shira_wigi	16009580_h02	0.5632725358009338	0.5758174657821655	0.5694758892059326
israell	shira_wigi	16009580_h02	0.0	0.0	0.0
emmanuelleko	israell	161408	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1624316	0.0	0.0	0.0
shaharadar	leaya	16244	0.0	0.0	0.0
shaharadar	rotem_ecker	162539	0.0	0.0	0.0
shira_wigi	rotem_ecker	16295	0.0	0.0	0.0
shaharadar	emmanuelleko	1647262	0.5670500993728638	0.6451932191848755	0.6036030650138855
shaharadar	emmanuelleko	1674740	0.0	0.0	0.0
shaharadar	emmanuelleko	1680864	0.0	0.0	0.0
gilgodinger	kfir	16_ptm_128874	0.5804747343063354	0.6181164383888245	0.5987045168876648
kfir	rotem_ecker	16_ptm_128928	0.5544320344924927	0.6224538087844849	0.5864771604537964
gilgodinger	israell	16_ptm_533231	0.6083859801292419	0.5665116906166077	0.5867026448249817
emmanuelleko	gilgodinger	16_ptm_533329	0.5960698127746582	0.6892637014389038	0.6392881870269775
shaharadar	shira_wigi	17019800_i01	0.0	0.0	0.0
gilgodinger	rotem_ecker	1727665	0.0	0.0	0.0
emmanuelleko	gilgodinger	1735939	0.0	0.0	0.0
emmanuelleko	rotem_ecker	1742823	0.0	0.0	0.0
emmanuelleko	gilgodinger	1744635	0.0	0.0	0.0
emmanuelleko	israell	1747408	0.0	0.0	0.0
emmanuelleko	kfir	176533	0.6209540367126465	0.6694860458374023	0.6443074345588684
emmanuelleko	israell	1773788	0.0	0.0	0.0
emmanuelleko	shira_wigi	1786862	0.0	0.0	0.0
shaharadar	israell	1794431	0.0	0.0	0.0
shaharadar	leaya	1796801	0.0	0.0	0.0
emmanuelleko	kfir	17_ptm_129476	0.5876993536949158	0.6153184175491333	0.6011918783187866
kfir	rotem_ecker	17_ptm_129498	0.6134939193725586	0.6502983570098877	0.6313602328300476
israell	kfir	17_ptm_129552	0.5709903836250305	0.6607833504676819	0.6126140356063843
israell	kfir	17_ptm_533407	0.5352267026901245	0.5600854754447937	0.5473740100860596
emmanuelleko	kfir	17_ptm_533553	0.5461956262588501	0.641139566898346	0.5898715257644653
shaharadar	leaya	1805217	0.0	0.0	0.0
emmanuelleko	gilgodinger	1819234	0.0	0.0	0.0
emmanuelleko	gilgodinger	1829646	0.0	0.0	0.0
kfir	rotem_ecker	1840820	0.6582542657852173	0.6468779444694519	0.6525165438652039
shaharadar	emmanuelleko	1854048	0.6776748299598694	0.7517927289009094	0.7128122448921204
shaharadar	gilgodinger	185763	0.0	0.0	0.0
shaharadar	gilgodinger	18650	0.0	0.0	0.0
shaharadar	emmanuelleko	187271	0.0	0.0	0.0
kfir	rotem_ecker	18_ptm_175832	0.597064733505249	0.634083092212677	0.6150174140930176
emmanuelleko	kfir	18_ptm_185130	0.6145351529121399	0.7145777344703674	0.6607913374900818
shaharadar	israell	18_ptm_344665	0.6282061338424683	0.6852095723152161	0.6554708480834961
shaharadar	rotem_ecker	191505	0.0	0.0	0.0
shaharadar	israell	1921	0.0	0.0	0.0
emmanuelleko	israell	1933979	0.0	0.0	0.0
emmanuelleko	kfir	1933979	0.630615234375	0.7470802664756775	0.6839249730110168
israell	kfir	1933979	0.0	0.0	0.0
shaharadar	emmanuelleko	194323	0.0	0.0	0.0
emmanuelleko	israell	1975455	0.0	0.0	0.0
kfir	rotem_ecker	199649	0.0	0.0	0.0
shaharadar	israell	19_ptm_297452	0.6147971749305725	0.4960710406303406	0.5490895509719849
shaharadar	emmanuelleko	2006038	0.0	0.0	0.0
shaharadar	rotem_ecker	2009-08-31-what-evidence-earth-revolves-around-sun-not-other-way-around	0.4832935333251953	0.6228403449058533	0.5442644953727722
emmanuelleko	rotem_ecker	2010-04-27-why-combination-of-mentos-coke-cause-an-outburst	0.547972559928894	0.66975998878479	0.6027761697769165
shaharadar	rotem_ecker	2010-05-15-land-on-moon-belong-to-anyone-states-private-ownership	0.4777919352054596	0.7002772688865662	0.5680257678031921
emmanuelleko	rotem_ecker	2010-12-26-how-was-insulation-created-for-transatlantic-cables-at-beginning-of-twentieth-century	0.5343659520149231	0.6712136268615723	0.5950229167938232
emmanuelleko	rotem_ecker	2011-02-08-environmental-climate-in-country-affect-mood-in-society	0.48651736974716187	0.6028908491134644	0.538488507270813
gilgodinger	rotem_ecker	2013-07-29-what-rna-fingerprinting	0.5609555244445801	0.6972917914390564	0.6217373013496399
shira_wigi	rotem_ecker	2015-08-10-in-what-units-distance-between-galaxies-measured	0.5512628555297852	0.6740279197692871	0.6064953207969666
emmanuelleko	rotem_ecker	2017-05-08-why-might-diet-drink-actually-make-you-fat	0.5011955499649048	0.5997751951217651	0.5460720658302307
israell	rotem_ecker	2021-02-07-genes-connect-eyebrows	0.47620922327041626	0.631075382232666	0.5428124070167542
shaharadar	emmanuelleko	20243	0.0	0.0	0.0
shaharadar	emmanuelleko	2087786	0.0	0.0	0.0
rotem_ecker	leaya	208794	0.0	0.0	0.0
kfir	leaya	208908	0.0	0.0	0.0
shaharadar	israell	21063100	0.6613381505012512	0.6317373514175415	0.6461989283561707
shaharadar	israell	21087780	0.690151572227478	0.6373250484466553	0.6626872420310974
shaharadar	gilgodinger	214321	0.0	0.0	0.0
shaharadar	emmanuelleko	217933	0.0	0.0	0.0
shaharadar	israell	22012230	0.6683955788612366	0.6023070812225342	0.6336327791213989
emmanuelleko	shira_wigi	2221137	0.0	0.0	0.0
kfir	leaya	226035	0.0	0.0	0.0
emmanuelleko	rotem_ecker	2296931	0.0	0.0	0.0
shaharadar	gilgodinger	22_ptm_561558	0.6873729228973389	0.5852246880531311	0.632199227809906
shaharadar	rotem_ecker	22_ptm_567805_1-excerpt	0.5212623476982117	0.5679982304573059	0.5436276793479919
kfir	rotem_ecker	2331061	0.0	0.0	0.0
emmanuelleko	kfir	233378	0.0	0.0	0.0
emmanuelleko	rotem_ecker	233378	0.0	0.0	0.0
kfir	rotem_ecker	233378	0.6141635179519653	0.5772930383682251	0.59515780210495
rotem_ecker	leaya	2345012	0.0	0.0	0.0
shaharadar	rotem_ecker	235485	0.5725656747817993	0.6604326367378235	0.6133682727813721
shaharadar	gilgodinger	23749	0.0	0.0	0.0
emmanuelleko	rotem_ecker	23_ptv_572608	0.5644739270210266	0.6586794853210449	0.6079489588737488
gilgodinger	shira_wigi	242858	0.0	0.0	0.0
gilgodinger	israell	247957	0.0	0.0	0.0
shaharadar	emmanuelleko	252840	0.0	0.0	0.0
gilgodinger	israell	254512	0.0	0.0	0.0
gilgodinger	shira_wigi	256777	0.0	0.0	0.0
emmanuelleko	gilgodinger	26261	0.0	0.0	0.0
shaharadar	gilgodinger	26454	0.0	0.0	0.0
shaharadar	gilgodinger	26600	0.0	0.0	0.0
emmanuelleko	gilgodinger	274390	0.0	0.0	0.0
gilgodinger	shira_wigi	276257	0.0	0.0	0.0
emmanuelleko	israell	276886	0.0	0.0	0.0
shaharadar	shira_wigi	283638	0.0	0.0	0.0
shaharadar	leaya	292188	0.0	0.0	0.0
shaharadar	kfir	298475	0.6893531084060669	0.762194812297821	0.7239463329315186
shaharadar	leaya	310393	0.0	0.0	0.0
shaharadar	rotem_ecker	31057	0.0	0.0	0.0
kfir	leaya	319899	0.0	0.0	0.0
emmanuelleko	shira_wigi	320538	0.0	0.0	0.0
emmanuelleko	rotem_ecker	328252	0.0	0.0	0.0
emmanuelleko	rut_rosner	331943	0.0	0.0	0.0
shaharadar	gilgodinger	341926	0.0	0.0	0.0
shaharadar	emmanuelleko	360804	0.6070376634597778	0.664191484451294	0.6343297362327576
shaharadar	shira_wigi	360804	0.0	0.0	0.0
emmanuelleko	shira_wigi	360804	0.0	0.0	0.0
shaharadar	emmanuelleko	380273	0.0	0.0	0.0
shaharadar	emmanuelleko	381695	0.0	0.0	0.0
shaharadar	rotem_ecker	391560	0.0	0.0	0.0
shaharadar	israell	395450	0.0	0.0	0.0
shaharadar	israell	400064	0.0	0.0	0.0
shaharadar	emmanuelleko	445244	0.6431574821472168	0.7976835370063782	0.7121343016624451
shaharadar	rotem_ecker	445244	0.0	0.0	0.0
emmanuelleko	rotem_ecker	445244	0.0	0.0	0.0
shaharadar	leaya	45858	0.0	0.0	0.0
emmanuelleko	rotem_ecker	514986	0.0	0.0	0.0
emmanuelleko	shira_wigi	515985	0.0	0.0	0.0
emmanuelleko	shira_wigi	51894	0.0	0.0	0.0
shaharadar	emmanuelleko	52976	0.0	0.0	0.0
emmanuelleko	israell	547087	0.0	0.0	0.0
emmanuelleko	leaya	58493	0.0	0.0	0.0
gilgodinger	rotem_ecker	599340	0.9631412029266357	0.9115512371063232	0.9366363883018494
emmanuelleko	rotem_ecker	619363	0.0	0.0	0.0
shaharadar	emmanuelleko	634720	0.6902600526809692	0.7131228446960449	0.7015052437782288
shaharadar	emmanuelleko	638480	0.6161562204360962	0.7218901515007019	0.6648455858230591
shaharadar	shira_wigi	638480	0.0	0.0	0.0
emmanuelleko	shira_wigi	638480	0.0	0.0	0.0
shaharadar	emmanuelleko	67511	0.0	0.0	0.0
shaharadar	kfir	702737	0.0	0.0	0.0
shaharadar	israell	71300	0.0	0.0	0.0
emmanuelleko	gilgodinger	774074	0.0	0.0	0.0
shaharadar	kfir	8011	0.623099684715271	0.7049450874328613	0.6615003943443298
shaharadar	rotem_ecker	8011	0.0	0.0	0.0
kfir	rotem_ecker	8011	0.0	0.0	0.0
emmanuelleko	rotem_ecker	803553	0.0	0.0	0.0
emmanuelleko	gilgodinger	81139	0.0	0.0	0.0
emmanuelleko	kfir	81139	0.6031780242919922	0.5938079357147217	0.5984563231468201
gilgodinger	kfir	81139	0.0	0.0	0.0
gilgodinger	kfir	817940	0.0	0.0	0.0
emmanuelleko	shira_wigi	824397	0.0	0.0	0.0
emmanuelleko	kfir	833770	0.6331990957260132	0.6572058200836182	0.6449791789054871
shaharadar	leaya	83623	0.0	0.0	0.0
shaharadar	gilgodinger	848968	0.0	0.0	0.0
gilgodinger	kfir	851227	0.0	0.0	0.0
shaharadar	emmanuelleko	85832	0.0	0.0	0.0
shaharadar	emmanuelleko	860933	0.0	0.0	0.0
israell	kfir	865	0.0	0.0	0.0
shaharadar	rotem_ecker	889852	0.0	0.0	0.0
shaharadar	emmanuelleko	90212	0.0	0.0	0.0
shaharadar	shira_wigi	912597	0.0	0.0	0.0
shaharadar	kfir	941035	0.6421436667442322	0.717040479183197	0.6775285005569458
shaharadar	leaya	94718	0.0	0.0	0.0
emmanuelleko	rotem_ecker	959404	0.0	0.0	0.0
shaharadar	gilgodinger	961298	0.0	0.0	0.0
shaharadar	gilgodinger	968884	0.0	0.0	0.0
shaharadar	rut_rosner	968884	0.5352307558059692	0.6109259724617004	0.5705787539482117
gilgodinger	rut_rosner	968884	0.0	0.0	0.0
gilgodinger	rotem_ecker	991724	0.0	0.0	0.0
shaharadar	shira_wigi	994485	0.0	0.0	0.0
rut_rosner	kfir	animals-6829845	0.5749495029449463	0.47380369901657104	0.5194991230964661
shaharadar	rotem_ecker	animals-8551173	0.48734501004219055	0.668537974357605	0.5637398362159729
emmanuelleko	shira_wigi	animals-8581847	0.42193347215652466	0.576214075088501	0.4871504306793213
shaharadar	emmanuelleko	animals-8726418	0.5937226414680481	0.43325063586235046	0.5009491443634033
shaharadar	emmanuelleko	business-14078897	0.5484403371810913	0.49431389570236206	0.5199723839759827
shaharadar	rotem_ecker	business-14078897	1.0	1.0	1.0
emmanuelleko	rotem_ecker	business-14078897	0.49431389570236206	0.5484403371810913	0.5199723839759827
shaharadar	emmanuelleko	business-4588697	0.6913293600082397	0.71803218126297	0.7044277787208557
shaharadar	rotem_ecker	business-5993359	0.5143963098526001	0.5487141609191895	0.5310013294219971
kfir	rotem_ecker	business-7606201	0.48559391498565674	0.5915510058403015	0.5333610773086548
shira_wigi	rotem_ecker	culture-7878543	0.45848149061203003	0.5618934035301208	0.5049471855163574
shaharadar	emmanuelleko	culture-8130844	0.5583459138870239	0.6039213538169861	0.5802400708198547
shaharadar	rotem_ecker	culture-8306425	0.47891736030578613	0.45325565338134766	0.46573325991630554
emmanuelleko	shira_wigi	food-13244660	0.539813756942749	0.7448774576187134	0.6259793639183044
shaharadar	rotem_ecker	food-6988654	0.5168207883834839	0.542331337928772	0.5292688012123108
shaharadar	emmanuelleko	food-9976317	0.44913652539253235	0.514069139957428	0.479414165019989
shaharadar	shira_wigi	general-10805684	0.6278107166290283	0.6623034477233887	0.6445959806442261
shaharadar	shira_wigi	general-192371	0.5753206014633179	0.691178560256958	0.6279503107070923
shaharadar	shira_wigi	general-7804189	0.5415955185890198	0.7488990426063538	0.6285967826843262
shaharadar	shira_wigi	general-8285950	0.5891824960708618	0.7309406995773315	0.652450442314148
shaharadar	emmanuelleko	general-8384307	0.5628500580787659	0.584531307220459	0.5734858512878418
shaharadar	emmanuelleko	health-10379860	0.6517074108123779	0.685438334941864	0.6681473851203918
shaharadar	israell	health-10379860	0.6643913984298706	0.6172864437103271	0.6399732828140259
shaharadar	shira_wigi	health-10379860	0.45291635394096375	0.694826602935791	0.5483776926994324
emmanuelleko	israell	health-10379860	0.6724028587341309	0.5922472476959229	0.6297848224639893
emmanuelleko	shira_wigi	health-10379860	0.471175879240036	0.6947721242904663	0.5615342259407043
israell	shira_wigi	health-10379860	0.40635231137275696	0.6638725399971008	0.5041298270225525
shaharadar	emmanuelleko	health-13135433	0.5733929872512817	0.6494644284248352	0.6090625524520874
shaharadar	shira_wigi	health-13135433	0.7304846048355103	0.734626293182373	0.7325496077537537
shaharadar	rotem_ecker	health-13135433	0.4988570809364319	0.5744253993034363	0.5339809060096741
emmanuelleko	shira_wigi	health-13135433	0.544086754322052	0.46977561712265015	0.5042078495025635
emmanuelleko	rotem_ecker	health-13135433	0.6216503977775574	0.6709457039833069	0.6453580856323242
shira_wigi	rotem_ecker	health-13135433	0.4873644709587097	0.5774603486061096	0.5286008715629578
shaharadar	shira_wigi	health-7454532	0.6509527564048767	0.6969552040100098	0.673168957233429
shaharadar	shira_wigi	health-8330512	0.6077489852905273	0.6777037382125854	0.6408228874206543
shaharadar	rotem_ecker	health-8330512	0.4548669159412384	0.6245736479759216	0.5263798236846924
shira_wigi	rotem_ecker	health-8330512	0.49735361337661743	0.6393649578094482	0.5594885349273682
shaharadar	emmanuelleko	health-8364021	0.5872060656547546	0.5635513663291931	0.5751355886459351
shaharadar	israell	health-8873670	0.6988140344619751	0.6208844780921936	0.6575483083724976
shaharadar	rotem_ecker	judaism-10304029	0.0	0.0	0.0
shaharadar	emmanuelleko	judaism-7823208	0.5465441942214966	0.6156842708587646	0.5790576934814453
emmanuelleko	shira_wigi	lifestyle-5608156	0.5115273594856262	0.5517362952232361	0.5308715105056763
shaharadar	emmanuelleko	lifestyle-7632899	0.5931936502456665	0.5566433072090149	0.5743375420570374
shaharadar	kfir	lifestyle-8956711	0.6492166519165039	0.5473255515098572	0.5939328074455261
shaharadar	shira_wigi	magazine-13224346	0.6773241758346558	0.6772454380989075	0.6772847771644592
shaharadar	shira_wigi	magazine-13238862	0.5049545764923096	0.7241226434707642	0.5949977040290833
shaharadar	emmanuelleko	magazine-14158109	0.4984211325645447	0.5592256784439087	0.5270755887031555
shaharadar	shira_wigi	magazine-14158109	0.48133599758148193	0.5494796633720398	0.5131555199623108
emmanuelleko	shira_wigi	magazine-14158109	0.5352587699890137	0.5550714135169983	0.5449851155281067
shaharadar	emmanuelleko	magazine-14184520	0.5642555356025696	0.7353498935699463	0.6385403871536255
shaharadar	shira_wigi	magazine-14184520	0.5350856184959412	0.6829618215560913	0.6000473499298096
emmanuelleko	shira_wigi	magazine-14184520	0.6640850305557251	0.6193275451660156	0.6409258246421814
shaharadar	emmanuelleko	magazine-3162482	0.6322656869888306	0.6284312605857849	0.6303426623344421
shaharadar	shira_wigi	magazine-7449303	0.5489819645881653	0.6484429240226746	0.5945817232131958
shaharadar	rotem_ecker	magazine-7774873	0.0	0.0	0.0
shaharadar	emmanuelleko	magazine-8061894	0.658673882484436	0.48761001229286194	0.5603777766227722
shaharadar	israell	magazine-8061894	0.7164645791053772	0.4765835404396057	0.572408139705658
shaharadar	shira_wigi	magazine-8061894	0.6903629899024963	0.47909116744995117	0.5656430721282959
emmanuelleko	israell	magazine-8061894	0.613487184047699	0.5800001621246338	0.5962738394737244
emmanuelleko	shira_wigi	magazine-8061894	0.5753057599067688	0.5466586947441101	0.5606164932250977
israell	shira_wigi	magazine-8061894	0.5868775248527527	0.5956593751907349	0.591235876083374
shaharadar	kfir	mumlazim-3807700	0.5139110684394836	0.5408307909965515	0.527027428150177
shaharadar	emmanuelleko	mumlazim-3899316	0.6002495288848877	0.5829317569732666	0.5914639234542847
shaharadar	israell	mumlazim-3899316	0.6559054851531982	0.5976632237434387	0.6254314184188843
shaharadar	shira_wigi	mumlazim-3899316	0.6035618782043457	0.6383715867996216	0.6204789280891418
emmanuelleko	israell	mumlazim-3899316	0.6102283000946045	0.5758768916130066	0.5925551652908325
emmanuelleko	shira_wigi	mumlazim-3899316	0.6060019135475159	0.6627898216247559	0.6331250667572021
israell	shira_wigi	mumlazim-3899316	0.5509093999862671	0.626605212688446	0.5863243341445923
shaharadar	emmanuelleko	mumlazim-7491086	0.49893346428871155	0.5747358202934265	0.5341587662696838
shaharadar	shira_wigi	news-13303202	0.6800718903541565	0.8085550665855408	0.7387687563896179
shaharadar	emmanuelleko	news-4436006	0.6203390955924988	0.6637639999389648	0.6413172483444214
shaharadar	shira_wigi	news-8039305	0.8344137668609619	0.8484715223312378	0.8413839340209961
shaharadar	shira_wigi	opinions-3432682	0.4623843729496002	0.6162592768669128	0.5283461809158325
shaharadar	shira_wigi	opinions-3827531	0.535885751247406	0.5301419496536255	0.5329984426498413
shaharadar	shira_wigi	opinions-6260794	0.5096727609634399	0.5980912446975708	0.5503533482551575
shaharadar	emmanuelleko	sport-10437484	0.8255266547203064	0.8426434993743896	0.8339971899986267
shaharadar	israell	sport-2880669	0.6269989609718323	0.44033658504486084	0.5173454284667969
shaharadar	rotem_ecker	sport-2880669	1.0	1.0	1.0
israell	rotem_ecker	sport-2880669	0.44033658504486084	0.6269989609718323	0.5173454284667969
shaharadar	emmanuelleko	tech-13403538	0.6721639633178711	0.6225528717041016	0.6464079022407532
shaharadar	israell	tech-13403538	0.6665980815887451	0.576971173286438	0.6185548305511475
shaharadar	shira_wigi	tech-13403538	0.4378030300140381	0.5549865365028381	0.4894789457321167
emmanuelleko	israell	tech-13403538	0.6169278621673584	0.5771227478981018	0.5963618755340576
emmanuelleko	shira_wigi	tech-13403538	0.462289959192276	0.6014549732208252	0.5227693319320679
israell	shira_wigi	tech-13403538	0.424028217792511	0.5806787610054016	0.49014127254486084
shaharadar	emmanuelleko	travel-6644359	0.5639066696166992	0.5672732591629028	0.5655849575996399
shaharadar	emmanuelleko	you-may-find-interesting-9765050	0.5681965351104736	0.600947916507721	0.5841135382652283
shaharadar	israell	you-may-find-interesting-9765050	0.6166081428527832	0.5253023505210876	0.5673048496246338
shaharadar	shira_wigi	you-may-find-interesting-9765050	0.6152009963989258	0.6619265079498291	0.6377090215682983
emmanuelleko	israell	you-may-find-interesting-9765050	0.6760820746421814	0.5430885553359985	0.6023315787315369
emmanuelleko	shira_wigi	you-may-find-interesting-9765050	0.6337375044822693	0.628920316696167	0.6313197016716003
israell	shira_wigi	you-may-find-interesting-9765050	0.5163217782974243	0.6428124308586121	0.5726655125617981
